 u'further'	2
 u'deathcore'	1
 u'beaumarly'	1
 u'videolucu'	2
 u'adaurueze'	1
 u'esp'	2
 u'hastagstopissofffamily'	1
 u'irmagoaway'	1
 u'ketchuplover'	1
 u'superhero'	16
 u'@idriveorlando'	1
 u'emogirlscene'	1
 u'canaryisland'	1
 u'aligned\U0001f30c'	1
 u'\U0001f37b\U0001f603\u0648\u062a\u0630\u0643\u0631\u0648\u0627'	1
 u'infrequently'	1
 u'nasi'	4
 u'@adria_writely_so'	1
 u'@parktavernfl'	1
 u'ishooteventstoo'	1
 u'funkofamily'	1
 u'austrianblogger'	1
 u'drastically'	2
 u'nauticalrecords'	41
 u'audilover'	1
 u'kpopidol'	2
 u'homeideas'	1
 u'metalallday'	1
 u'lunchtime'	18
 u'noir'	7
 u'purposefully'	1
 u'real'	20
 u'picsartpassion_de'	1
 u'\u2022*blueberry'	2
 u'viewsofphilly'	1
 u'tampere'	2
 u'392hemi'	1
 u'instatoys'	1
 u'\U0001f534'	1
 u'westielife'	1
 u'best'	40
 u'potentially'	7
 u'thriftyhunter'	1
 u'sweg'	1
 u'sparkly'	7
 u'metalfamily'	1
 u'meninmakeup'	2
 u'newcastlequayside'	2
 u'every'	2
 u'berrycurly'	1
 u'lolly'	4
 u'notgorgecation17'	1
 u'boisterously'	3
 u'snacklover'	1
 u'awfully'	1
 u'rnrphilly'	1
 u'presunto'	1
 u'@so.shauna'	1
 u'thrownaway'	1
 u'imbibe'	2
 u'poorly'	3
 u'hahabutnotreally'	1
 u'foodporn#mmm'	1
 u'left'	1
 u'scientifically'	1
 u'vintagekitchen'	2
 u'cocacolaenjoy'	1
 u'escanar'	1
 u'choc'	1
 u'surfersparadise'	2
 u'optoutside'	3
 u'instaday#instaphoto'	2
 u'\U0001f600-'	1
 u'oan'	1
 u'logically'	1
 u'@fm2mag'	1
 u'howphillyseesphilly'	1
 u'\U0001f951\U0001f951\U0001f951\U0001f951\U0001f951'	1
 u'@hardysubaru1970'	1
 u'super'	81
 u'wearepeople'	1
 u'qualitytimetogether'	1
 u'autumnsun'	1
 u'joergpagger'	1
 u'overwhelmingly'	2
 u'aerophile'	1
 u'beyondthescene'	1
 u'occasionally'	22
 u'automotivedaily'	1
 u'\U0001f985'	1
 u'turquoise'	10
 u'primally'	2
 u'iteachfirst'	2
 u'nocokeanywhere'	1
 u'extensively'	1
 u'nichememe'	1
 u'ontheroad'	19
 u'fresnotattoo'	1
 u'#outbacksteakhouse'	1
 u'cinemoi'	1
 u'as'	35
 u'today\U0001f388'	1
 u'igersdaily'	2
 u'allllllll'	1
 u'appreciatively'	1
 u'kosher'	2
 u'blatantly'	1
 u'varigotti'	1
 u'initially'	14
 u'#'	620
 u'byy'	2
 u'untilthatonetime'	1
 u'@bluejays'	1
 u'accidentally'	17
 u'lovely'	1
 u'funnily'	2
 u'@virginiamadueno'	1
 u'refreshmentlikenoother'	1
 u'punknotdead'	1
 u'se4'	1
 u'aboard'	1
 u'swfamily'	53
 u'exactly'	1395
 u'meticulously'	4
 u'favorito'	1
 u'hard'	70
 u'massively'	5
 u'thermaset'	1
 u'onemoredaytogo'	1
 u'dually'	2
 u'admittedly'	1
 u'parentinghonestly'	1
 u'name_unknown'	2
 u'silkendolly'	1
 u'notearstuesdaytattoo'	1
 u'moparsonly'	1
 u'altogether'	13
 u'snarkly'	1
 u'createandexplore'	2
 u'nwiseniorphotographer'	1
 u'wit'	2
 u'however'	104
 u'elkriver'	1
 u'n-'	2
 u'positively'	2
 u'tribearchipelgo'	2
 u'eventually'	38
 u'bosslady'	3
 u'wedead'	1
 u'jemmah'	1
 u'strangely'	3
 u'finally'	228
 u'nos'	10
 u'vss236\U0001f4e3\U0001f4e3'	1
 u'chrome'	1
 u'a3c'	12
 u'longest'	1
 u'\U0001f1e9\U0001f1f4'	1
 u'cocacolapitcher'	1
 u'antoj\xf3'	1
 u'@real_rkelly'	2
 u'naturallight'	4
 u'twitter.com/jodzio/status/'	14
 u'bokeria'	1
 u'\U0001f61e\U0001f61e\U0001f61e'	1
 u'yea'	3
 u'comely'	1
 u'hot'	1
 u'honeymustard'	1
 u'\U0001f60d\U0001f600\U0001f484'	1
 u'd\xfcnyam\u0131z\u0131koruyal\u0131m'	1
 u'dolly'	1
 u'emocouple'	1
 u'pug_puppy_insta'	1
 u'vscolove'	2
 u'@laliespositoo'	1
 u'newblogpost'	1
 u'seattleseahawks'	1
 u'abroad'	6
 u'butnotreally'	1
 u'givememore'	1
 u'jordandaily'	5
 u'buyselltrade'	2
 u'image-7493'	2
 u'sisi'	2
 u'notanad'	2
 u'\ufe0f#vintagepyrex'	1
 u'igersoftheday'	10
 u'@jayjayrusso'	1
 u'\U0001f4b7'	1
 u'loveexercise'	1
 u'weekendaway'	3
 u'ispleten'	1
 u'incidentally'	1
 u'momentdaily'	1
 u'oneandonly'	1
 u'merely'	8
 u'holocaust'	1
 u'staystrong'	1
 u'unreasonably'	1
 u'quickly'	52
 u'hannover'	3
 u'quasi'	4
 u'@realdonaldtrfan'	1
 u'sheepishness'	1
 u'jugos'	1
 u'ugh'	1
 u'sharp;two'	1
 u'vscomood'	2
 u'http://bit.ly/2hwbmcj'	1
 u'havetothinkofacleverhashtag'	1
 u'sarahfisher'	3
 u'thief\U0001f63a'	1
 u'\U0001f4e2'	1
 u'intermittently'	4
 u'imperfectly'	1
 u'mum'	1
 u'nycprime_ladies'	1
 u'hitsong'	1
 u'@vashtiroebuck1'	1
 u'lovethemreally'	1
 u'dearly'	1
 u'superbly'	1
 u'soberaf'	3
 u'nightout'	1
 u'\ufe0fthank'	2
 u'rn'	1
 u'igersmaroc'	1
 u'@brookebutler'	3
 u'mastercard'	2
 u'igerstampere'	2
 u'segagamegear'	1
 u'htx'	4
 u'leicam6'	1
 u'virginas'	1
 u'drinkresponsibly'	3
 u'travel#hypeberk'	1
 u'militaryfamily'	1
 u'pleastantly'	1
 u'istilldrinkmorewater'	1
 u'topimpabutterfly'	1
 u"fat(i'm"	2
 u'matte'	1
 u'weekendfunspilledover'	1
 u'vsco_cam'	2
 u'butshegowastoofiretoo'	1
 u'\U0001f64c\U0001f3fd\U0001f984\U0001f388\U0001f493'	2
 u'well'	1
 u'notashamedofwhoiam'	1
 u'trex'	1
 u'thatisforjoe'	2
 u'@'	1
 u'tram28'	1
 u'icecreamlover'	1
 u'russiangirl'	1
 u'cardiotime'	2
 u'\U0001f602\U0001f602'	10
 u'annually'	9
 u'burguersartesanais'	1
 u'continously'	1
 u'vscomag'	5
 u'loveu'	7
 u'alohaporg'	1
 u'effectively'	9
 u'anothermeme'	2
 u'youtu.be/dfi_wahubay'	6
 u'vscodaily'	7
 u'vaguely'	2
 u'vanillaandlime'	1
 u'\U0001f4af\U0001f60f\U0001f64c'	1
 u'atlphotographer'	1
 u'shrimpstirfry'	1
 u'royalmelbourneshow'	1
 u'versatile'	1
 u'oz'	3
 u'nightsnack'	1
 u'notably'	1
 u'mom#young#beautiful#pretty#girl#blonde#blondegirl#woman#blondie#london#red#jacket#redjacket#lipstick#red#redlipstick#happy#behappy#loveyourself'	1
 u'drivetastefully'	1
 u'tacosesh'	2
 u'buzzard'	10
 u'\ufe0f\U0001f3c6'	1
 u'acqua'	2
 u'swiftly'	4
 u'quenchthethirst'	1
 u'amicoolyet'	1
 u'next'	6
 u'glaringly'	2
 u'igers_philly'	2
 u'\u2764'	11
 u'solohunter'	1
 u'\U0001f1f3\U0001f1f4'	1
 u'astonishingly'	1
 u'@food24'	2
 u'baymax'	3
 u'mutually'	10
 u'everydayegypt'	1
 u'fine'	16
 u'aslamfamily'	2
 u'destapalafelicidad'	2
 u'amusingly'	1
 u'kicksdaily'	1
 u'catchily'	3
 u'http//www.voicesbycornelia.com'	2
 u'pinkstuff'	1
 u'spotlessly'	1
 u'healthily'	2
 u'njhandm'	1
 u'@cmpeacefully'	1
 u'theluckybelly'	1
 u'philly'	12
 u'fuckyou'	3
 u'w\xfcrdet'	28
 u'apart'	38
 u'@mitchellyoung19'	1
 u'awkwardly'	5
 u'twdaoa'	2
 u'bigben'	4
 u'\U0001f525#lightitup'	1
 u'perhaps'	17
 u'@feetgreasesdady'	2
 u'dontcheatformonthsthencheatfor7days'	1
 u'purely'	13
 u'tearfully'	1
 u'profitably'	16
 u'plenty'	1
 u'hardest'	1
 u'yyz'	1
 u'cloudly'	1
 u'golfposer'	1
 u'backyard'	2
 u'judgeme'	1
 u'away\u2019'	6
 u'slimegiveaway'	1
 u'needed\U0001f330'	1
 u'ogbapetalk'	1
 u'\U0001f3fe'	2
 u'blank'	1
 u'tiredly'	1
 u'alongtimeago'	1
 u'trashcan'	1
 u'gladly'	6
 u'asiago'	1
 u'drink#lachispadelavida'	1
 u'prior'	11
 u'tatoo'	6
 u'monobeartheater'	1
 u'\U0001f3c8'	1
 u'mividaesuntrip'	2
 u'how'	2810
 u'\U0001f629\U0001f629'	1
 u'newinstapost'	1
 u'jim_meme'	1
 u'certainly'	46
 u'seemingly'	7
 u'likely'	23
 u'onlycokezero'	2
 u'ol\xe9'	1
 u'mitsubishi'	1
 u'newsdaily'	2
 u'jacksonvillefamilyphotographer'	1
 u'appropriately'	2
 u'landscapehunter'	1
 u'\U0001f374d'	1
 u'yummy'	2
 u'hsy'	3
 u'promo'	3
 u'hiw'	2
 u'theknot'	3
 u'@earthpix'	1
 u'ihnl'	1
 u'palapeli'	1
 u'@baconbutty'	1
 u'belvedere'	2
 u'briskly'	1
 u'fully'	42
 u'svetabily'	1
 u'geldsparen'	1
 u'motd'	1
 u'exhaustively'	6
 u'wonderfully'	4
 u'seriosuly'	1
 u'rememberwhen'	1
 u'usher'	1
 u'ily'	10
 u'nomoretruckerbody'	1
 u'tfw'	1
 u'ahhhhh'	1
 u'\u0432\u044b\u0441\u0442\u0430\u0432\u043e\u0447\u043d\u044b\u0439\u0434\u0438\u0437\u0430\u0439\u043d'	1
 u'vwbug'	7
 u'gsgdaily'	2
 u'durstl\xf6scher'	1
 u'ussr'	1
 u'artificially'	1
 u'delicately'	5
 u'\U0001f47f'	1
 u'communityfirst'	1
 u'underway'	3
 u'nationalguard'	1
 u'ratrod504'	2
 u'salmonsushi'	2
 u'bookusnow'	1
 u'bartsimpson'	1
 u'xiomara'	1
 u'extremely'	45
 u'inadvertently'	1
 u'adolescente'	1
 u'impeccably'	1272
 u'storytime'	2
 u'_'	4
 u'feminine'	1
 u'@carlosord05'	1
 u'\U0001f44b\U0001f3fdjust'	1
 u'downstairs'	12
 u'stillll'	2
 u'latinagirl'	1
 u'sugarfreejelly'	1
 u'r1776u'	1
 u'nightime'	2
 u'hdriphoneographer'	1
 u'bgse'	1
 u'\U0001f918\U0001f3ff\U0001f61d'	1
 u'size00'	2
 u'undizfamily'	1
 u'haha'	1
 u'6:20am'	1
 u'\U0001f616\U0001f637'	1
 u'temannaura'	2
 u'shoppingbarra'	1
 u'@joonieverse'	3
 u'slower'	3
 u'overseas'	5
 u'\U0001f4e7info@in'	1
 u'rm45'	1
 u'weird'	1
 u'backwards'	5
 u'livebeautifully'	1
 u'now\U0001f602'	1
 u'worst'	2
 u'\U0001f60d\U0001f44c\U0001f933\U0001f1eb\U0001f1ef'	1
 u'reasonably'	2
 u'https://www.forbes.com/sites/willburns/2017/09/27/coke-and-ea-sports-conspire-a-15-hour-brand-experience-for-gamers/'	1
 u'killemwithkindness'	11
 u'fortunately'	8
 u'vtgstore'	1
 u'americanclassic'	1
 u'mfwss18'	4
 u'allenpierphotography'	2
 u'analysiscomputer'	1
 u'pks'	3
 u'alike'	5
 u'clear'	2
 u'\U0001f389\U0001f603'	1
 u'untilnexttime'	2
 u'better'	215
 u'newshow'	1
 u'ketogenic#ketofam#ketofamily'	1
 u'onplan'	1
 u'nationwide'	1
 u'noitsnot'	2
 u'ok'	5
 u'childrensphotographer'	1
 u'noway'	2
 u'doubt'	8
 u'@slimeylollly'	1
 u'understandably'	1
 u'\U0001f354\U0001f354\U0001f354\U0001f354\U0001f354#newenglandlobstercompany'	1
 u'tonicwater'	1
 u'\U0001f5a4\U0001f43e\U0001f43b'	1
 u'oph'	1
 u'quito'	1
 u'rightfully'	1
 u'nonetheless'	5
 u'@gallerylemmetti'	1
 u'nowadays'	9
 u'sloppily'	1
 u'anywhere'	8
 u'astoundingly'	2
 u'zlatnadzezva'	1
 u'ncaa'	1
 u'onmyway'	1
 u'afterward'	2
 u'consciously'	1
 u'moderately'	3
 u'kingsavenuemall'	1
 u'colnago'	1
 u'truthfultuesdays'	4
 u'instabaku'	2
 u'animetextpost'	1
 u'normally'	51
 u'@enajstenajst'	1
 u'sangria'	3
 u'tomhollandtoo'	1
 u'far'	187
 u'vscoonly'	2
 u'besttattoo'	1
 u'lately'	22
 u'laceddifferently'	1
 u'lockoutinheaven'	1
 u'igersok'	1
 u'votenow'	1
 u'ryan'	10
 u'earnestly'	1272
 u'miraculously'	2
 u'vegasready'	1
 u'illegally'	211
 u'\U0001f4cdwhere'	2
 u'fenway'	4
 u'jrb'	1
 u'accordingly'	2
 u'@otaquest'	1
 u'moreover'	2
 u'\ufe0f60'	1
 u'freshen'	1
 u'rada'	1
 u'omnomnom'	1
 u'\ufe0f\U0001f5e3'	1
 u'\U0001f388#cocacola'	1
 u'eatmontpellier'	2
 u'playmobilcatalunya'	1
 u'superbargain'	1
 u'seetorontonow'	1
 u'universityofthewestofengland'	2
 u'iit'	1
 u'gratefully'	1
 u'bloggerdaily'	1
 u'ow'	1
 u'allreadytogo'	1
 u'amma'	1
 u'typically'	5
 u'sumptuous\U0001f35b\U0001f357\U0001f377@genesisfnb'	1
 u'todoesmasfacildeloqueparece'	1
 u'telekom'	1
 u'siguemeytesigo'	2
 u'\U0001f47b\U0001f383'	2
 u'@airplanesdaily'	1
 u'rocknrollphilly'	1
 u'bbb'	1
 u'followformemesdaily'	1
 u'immediately'	113
 u'kalavkav'	2
 u'\U0001f60d\U0001f4a5'	1
 u'selenatorsfamily'	3
 u'politely'	5
 u'\xe7ay'	1
 u'worldcup2018'	1
 u'eachother'	2
 u'r.kelly'	2
 u'dangerously'	1
 u'definitely'	173
 u'outright'	4
 u'independently'	4
 u'sadly'	19
 u'weeaboo'	1
 u'nearly'	71
 u'streetart_daily'	2
 u'nederland'	1
 u'jubelmag'	1
 u'soundmixer'	1
 u'instdadaily'	1
 u'thingstodoinutah'	1
 u'n'	1
 u'@jeezy'	1
 u'trippin'	1
 u'atlanta--(business'	1
 u'ever'	31
 u'nice#pretty'	1
 u'oceanshitty'	2
 u'twice'	37
 u'unfavorably'	1
 u'sundae'	6
 u'ariel'	2
 u'ladakh'	1
 u'last'	1
 u'loveintentionally'	3
 u'anonymously'	1
 u'voluntarily'	1
 u'rzrdaily'	1
 u'@keyshot3d'	2
 u'inportantly'	2
 u'down'	7
 u'\U0001f61b'	1
 u'\U0001f42f\U0001f4aa\U0001f3fc'	1
 u'definatly'	3
 u'overboard'	2
 u'ontrack'	1
 u'approximately'	49
 u'memeshourly'	2
 u'momentarily'	2
 u'achievinghumbly'	1
 u'generously'	2
 u'oldstore'	4
 u'\U0001f917\U0001f49c#interiordesign'	1
 u'@canonuk'	1
 u'billboard'	14
 u'venti'	1
 u'italianmaninuk'	1
 u'notafan'	2
 u'prank'	2
 u'@atticuscousland'	1
 u'fountainonly'	1
 u'onlyinphiladelphia'	1
 u'heavier'	1
 u'unusually'	3
 u'presently'	30
 u'goldfinger'	1
 u'happybelly'	1
 u'\U0001f60d\U0001f60d'	12
 u'goldenretriever'	5
 u'lll'	1
 u'worse'	5
 u'factsonly'	3
 u'squidward'	2
 u'categoria'	1
 u'\U0001f605\U0001f60f\U0001f60e\U0001f913\U0001f914\U0001f915'	1
 u'sandwichdepollo'	1
 u'ficar\xe3o'	3
 u'otherwise'	6
 u'foremost'	2
 u'\U0001f616#donttrythebeverly'	1
 u'tunasandwich'	1
 u'medicina'	1
 u'fl'	1
 u'underarmor'	5
 u'strictly'	9
 u'alldayyoumay'	1
 u'smoother'	6
 u'routinly'	1
 u'safely'	8
 u'fashionshow'	5
 u'holidayready'	2
 u'strongly'	7
 u'\U0001f44c\U0001f3fb\U0001f355'	1
 u'wwfamily'	11
 u'passionately'	11
 u'classicsdaily'	1
 u'dyepotweekly'	2
 u'quenchingthethirst'	1
 u'\U0001f37e\U0001f51d\U0001f51d\U0001f51d\U0001f37e'	1
 u'syn'	24
 u'starbucks'	45
 u'ok_granada'	1
 u'cuy'	1
 u'\U0001f61c\U0001f37b'	1
 u'livelifefully'	1
 u'beachready'	1
 u'@dolphindoc12'	1
 u'early'	37
 u'interestingly'	1
 u'purrlust'	2
 u'fujifilmxt10'	1
 u'kondisi'	2
 u'precisely'	1
 u'deceptively'	1
 u'desperately'	5
 u'sportcola'	1
 u'teammotherly'	1
 u'loosely'	1
 u'\u2022guy'	8
 u'notchristmasyet'	1
 u'ither'	2
 u'ironically'	13
 u'chicago'	1
 u'cocacolaiseverywhere'	1
 u'courteously'	1272
 u'thatfirstsipgavemelife\U0001f62c\U0001f62c\U0001f62c'	2
 u'mindlessly'	1
 u'\U0001f4f1'	6
 u'waaay'	1
 u'consistently'	10
 u'olympics2012'	1
 u'oldtownstore'	6
 u'bit'	1
 u'prematurely'	1
 u'ecexperience'	1
 u'happyrunner'	1
 u'never'	125
 u'doesnt'	2
 u'alternatively'	4
 u'colacan'	1
 u'wholefoodsmontgomery'	1
 u'artfully'	1
 u'galexy7'	1
 u'nailitdaily'	1
